848
	0
NOUN Sgtm|accs|anim|femn|sing	293
NOUN Sgtm|accs|femn|inan|sing	96
NOUN Sgtm|accs|anim|neut|sing	321
NOUN Sgtm|accs|inan|neut|sing	326
NOUN Ms-f|Sgtm|accs|anim|femn|sing	341
NOUN GNdr|Pltm|accs|anim|plur	348
NOUN GNdr|Pltm|accs|inan|plur	103
NOUN GNdr|Ms-f|Pltm|accs|anim|plur	300
NOUN Fixd|accs|anim|masc|sing	359
NOUN Fixd|accs|inan|masc|sing	371
NOUN Fixd|accs|anim|femn|sing	383
NOUN Fixd|accs|femn|inan|sing	395
NOUN Fixd|accs|anim|neut|sing	407
NOUN Fixd|accs|inan|neut|sing	419
NOUN Fixd|GNdr|Ms-f|accs|anim|sing	435
NOUN Fixd|Ms-f|accs|anim|masc|sing	447
NOUN Fixd|Ms-f|accs|inan|masc|sing	459
NOUN Fixd|accs|anim|masc|plur	365
NOUN Fixd|accs|inan|masc|plur	377
NOUN Fixd|accs|anim|femn|plur	389
NOUN Fixd|accs|femn|inan|plur	401
NOUN Fixd|accs|anim|neut|plur	413
NOUN Fixd|accs|inan|neut|plur	425
NOUN Fixd|GNdr|Ms-f|accs|anim|plur	441
NOUN Fixd|Ms-f|accs|anim|masc|plur	453
NOUN Fixd|Ms-f|accs|inan|masc|plur	465
NOUN Fixd|Sgtm|accs|anim|masc|sing	471
NOUN Fixd|Sgtm|accs|inan|masc|sing	477
NOUN Fixd|Sgtm|accs|anim|femn|sing	483
NOUN Fixd|Sgtm|accs|femn|inan|sing	489
NOUN Fixd|Sgtm|accs|inan|neut|sing	495
NOUN Fixd|GNdr|Ms-f|Sgtm|accs|inan|sing	501
NOUN Fixd|Ms-f|Sgtm|accs|anim|masc|sing	507
NOUN Fixd|GNdr|Pltm|accs|inan|plur	513
NOUN Fixd|Pltm|accs|femn|inan|plur	519
NOUN ablt|anim|masc|sing	4
NOUN ablt|inan|masc|sing	52
NOUN ablt|anim|femn|sing	32
NOUN ablt|femn|inan|sing	132
NOUN ANim|ablt|neut|sing	185
NOUN ablt|anim|neut|sing	204
NOUN ablt|inan|neut|sing	217
NOUN Ms-f|ablt|anim|masc|sing	255
NOUN Ms-f|ablt|anim|femn|sing	270
NOUN ablt|anim|plur	38
NOUN ablt|anim|masc|plur	10
NOUN ablt|inan|masc|plur	58
NOUN ablt|anim|femn|plur	112
NOUN ablt|femn|inan|plur	139
NOUN ANim|ablt|neut|plur	196
NOUN ablt|anim|neut|plur	210
NOUN ablt|inan|neut|plur	223
NOUN Ms-f|ablt|anim|masc|plur	261
NOUN Ms-f|ablt|anim|femn|plur	277
NOUN Sgtm|ablt|anim|masc|sing	288
NOUN Sgtm|ablt|inan|masc|sing	308
NOUN Sgtm|ablt|anim|femn|sing	294
NOUN Sgtm|ablt|femn|inan|sing	97
NOUN Sgtm|ablt|anim|neut|sing	322
NOUN Sgtm|ablt|inan|neut|sing	329
NOUN Ms-f|Sgtm|ablt|anim|femn|sing	342
NOUN GNdr|Pltm|ablt|anim|plur	349
NOUN GNdr|Pltm|ablt|inan|plur	104
NOUN GNdr|Ms-f|Pltm|ablt|anim|plur	301
NOUN Fixd|ablt|anim|masc|sing	360
NOUN Fixd|ablt|inan|masc|sing	372
NOUN Fixd|ablt|anim|femn|sing	384
NOUN Fixd|ablt|femn|inan|sing	396
NOUN Fixd|ablt|anim|neut|sing	408
NOUN Fixd|ablt|inan|neut|sing	420
NOUN Fixd|GNdr|Ms-f|ablt|anim|sing	436
NOUN Fixd|Ms-f|ablt|anim|masc|sing	448
NOUN Fixd|Ms-f|ablt|inan|masc|sing	460
NOUN Fixd|ablt|anim|masc|plur	366
NOUN Fixd|ablt|inan|masc|plur	378
NOUN Fixd|ablt|anim|femn|plur	390
NOUN Fixd|ablt|femn|inan|plur	402
NOUN Fixd|ablt|anim|neut|plur	414
NOUN Fixd|ablt|inan|neut|plur	426
NOUN Fixd|GNdr|Ms-f|ablt|anim|plur	442
NOUN Fixd|Ms-f|ablt|anim|masc|plur	454
NOUN Fixd|Ms-f|ablt|inan|masc|plur	466
NOUN Fixd|Sgtm|ablt|anim|masc|sing	472
NOUN Fixd|Sgtm|ablt|inan|masc|sing	478
NOUN Fixd|Sgtm|ablt|anim|femn|sing	484
NOUN Fixd|Sgtm|ablt|femn|inan|sing	490
NOUN Fixd|Sgtm|ablt|inan|neut|sing	496
NOUN Fixd|GNdr|Ms-f|Sgtm|ablt|inan|sing	502
NOUN Fixd|Ms-f|Sgtm|ablt|anim|masc|sing	508
NOUN Fixd|GNdr|Pltm|ablt|inan|plur	514
NOUN Fixd|Pltm|ablt|femn|inan|plur	520
NOUN anim|loct|masc|sing	5
NOUN inan|loct|masc|sing	53
NOUN anim|femn|loct|sing	33
NOUN femn|inan|loct|sing	134
NOUN ANim|loct|neut|sing	187
NOUN anim|loct|neut|sing	205
NOUN inan|loct|neut|sing	218
NOUN Ms-f|anim|loct|masc|sing	256
NOUN Ms-f|anim|femn|loct|sing	272
NOUN anim|loct|plur	39
NOUN anim|loct|masc|plur	11
NOUN inan|loct|masc|plur	59
NOUN anim|femn|loct|plur	113
NOUN femn|inan|loct|plur	140
NOUN ANim|loct|neut|plur	198
NOUN anim|loct|neut|plur	211
NOUN inan|loct|neut|plur	224
NOUN Ms-f|anim|loct|masc|plur	262
NOUN Ms-f|anim|femn|loct|plur	278
NOUN Sgtm|anim|loct|masc|sing	289
NOUN Sgtm|inan|loct|masc|sing	309
NOUN Sgtm|anim|femn|loct|sing	296
NOUN Sgtm|femn|inan|loct|sing	99
NOUN Sgtm|anim|loct|neut|sing	324
NOUN Sgtm|inan|loct|neut|sing	330
NOUN Ms-f|Sgtm|anim|femn|loct|sing	344
NOUN GNdr|Pltm|anim|loct|plur	350
NOUN GNdr|Pltm|inan|loct|plur	105
NOUN GNdr|Ms-f|Pltm|anim|loct|plur	302
NOUN Fixd|anim|loct|masc|sing	361
NOUN Fixd|inan|loct|masc|sing	373
NOUN Fixd|anim|femn|loct|sing	385
NOUN Fixd|femn|inan|loct|sing	397
NOUN Fixd|anim|loct|neut|sing	409
NOUN Fixd|inan|loct|neut|sing	421
NOUN Fixd|GNdr|Ms-f|anim|loct|sing	437
NOUN Fixd|Ms-f|anim|loct|masc|sing	449
NOUN Fixd|Ms-f|inan|loct|masc|sing	461
NOUN Fixd|anim|loct|masc|plur	367
NOUN Fixd|inan|loct|masc|plur	379
NOUN Fixd|anim|femn|loct|plur	391
NOUN Fixd|femn|inan|loct|plur	403
NOUN Fixd|anim|loct|neut|plur	415
NOUN Fixd|inan|loct|neut|plur	427
NOUN Fixd|GNdr|Ms-f|anim|loct|plur	443
NOUN Fixd|Ms-f|anim|loct|masc|plur	455
NOUN Fixd|Ms-f|inan|loct|masc|plur	467
NOUN Fixd|Sgtm|anim|loct|masc|sing	473
NOUN Fixd|Sgtm|inan|loct|masc|sing	479
NOUN Fixd|Sgtm|anim|femn|loct|sing	485
NOUN Fixd|Sgtm|femn|inan|loct|sing	491
NOUN Fixd|Sgtm|inan|loct|neut|sing	497
NOUN Fixd|GNdr|Ms-f|Sgtm|inan|loct|sing	503
NOUN Fixd|Ms-f|Sgtm|anim|loct|masc|sing	509
NOUN Fixd|GNdr|Pltm|inan|loct|plur	515
NOUN Fixd|Pltm|femn|inan|loct|plur	521
NOUN anim|masc|sing|voct	27
NOUN anim|femn|sing|voct	120
NOUN Sgtm|anim|masc|sing|voct	303
NOUN GNdr|Pltm|anim|plur|voct	351
NOUN gen1|inan|masc|sing	78
NOUN Sgtm|gen1|inan|masc|sing	312
NOUN gen2|inan|masc|sing	79
NOUN Sgtm|gen2|inan|masc|sing	313
NOUN anim|loc1|masc|sing	23
NOUN inan|loc1|masc|sing	62
NOUN femn|inan|loc1|sing	174
NOUN Sgtm|inan|loc1|masc|sing	310
NOUN Sgtm|femn|inan|loc1|sing	316
NOUN Sgtm|inan|loc1|neut|sing	4456
NOUN anim|loc2|masc|sing	24
NOUN inan|loc2|masc|sing	63
NOUN femn|inan|loc2|sing	175
NOUN Sgtm|inan|loc2|masc|sing	311
NOUN Sgtm|femn|inan|loc2|sing	317
NOUN Sgtm|inan|loc2|neut|sing	4457
NOUN Abbr|inan|masc|nomn|sing	522
NOUN Abbr|inan|neut|nomn|sing	538
NOUN Abbr|inan|masc|nomn|plur	81
NOUN Abbr|inan|neut|nomn|plur	543
NOUN Abbr|Sgtm|anim|masc|nomn|sing	549
NOUN Abbr|Sgtm|inan|masc|nomn|sing	555
NOUN Abbr|Fixd|anim|masc|nomn|sing	565
NOUN Abbr|Fixd|inan|masc|nomn|sing	577
NOUN Abbr|Fixd|femn|inan|nomn|sing	589
NOUN Abbr|Fixd|inan|neut|nomn|sing	601
NOUN Abbr|Fixd|anim|masc|nomn|plur	571
NOUN Abbr|Fixd|inan|masc|nomn|plur	583
NOUN Abbr|Fixd|femn|inan|nomn|plur	595
NOUN Abbr|Fixd|inan|neut|nomn|plur	607
NOUN Abbr|Fixd|Sgtm|inan|masc|nomn|sing	613
NOUN Abbr|Fixd|Sgtm|femn|inan|nomn|sing	623
NOUN Abbr|Fixd|Sgtm|inan|neut|nomn|sing	629
NOUN Abbr|Fixd|GNdr|Pltm|inan|nomn|plur	635
NOUN Abbr|gent|inan|masc|sing	523
NOUN Abbr|femn|gent|inan|sing	153
NOUN Abbr|gent|inan|neut|sing	250
NOUN Abbr|gent|inan|masc|plur	82
NOUN Abbr|gent|inan|neut|plur	544
NOUN Abbr|Sgtm|anim|gent|masc|sing	550
NOUN Abbr|Sgtm|gent|inan|masc|sing	556
NOUN Abbr|Fixd|anim|gent|masc|sing	566
NOUN Abbr|Fixd|gent|inan|masc|sing	578
NOUN Abbr|Fixd|femn|gent|inan|sing	590
NOUN Abbr|Fixd|gent|inan|neut|sing	602
NOUN Abbr|Fixd|anim|gent|masc|plur	572
NOUN Abbr|Fixd|gent|inan|masc|plur	584
NOUN Abbr|Fixd|femn|gent|inan|plur	596
NOUN Abbr|Fixd|gent|inan|neut|plur	608
NOUN Abbr|Fixd|Sgtm|gent|inan|masc|sing	614
NOUN Abbr|Fixd|Sgtm|femn|gent|inan|sing	624
NOUN Abbr|Fixd|Sgtm|gent|inan|neut|sing	630
NOUN Abbr|Fixd|GNdr|Pltm|gent|inan|plur	636
NOUN Abbr|datv|inan|masc|sing	524
NOUN Abbr|datv|inan|neut|sing	539
NOUN Abbr|datv|inan|masc|plur	83
NOUN Abbr|datv|inan|neut|plur	545
NOUN Abbr|Sgtm|anim|datv|masc|sing	551
NOUN Abbr|Sgtm|datv|inan|masc|sing	557
NOUN Abbr|Fixd|anim|datv|masc|sing	567
NOUN Abbr|Fixd|datv|inan|masc|sing	579
NOUN Abbr|Fixd|datv|femn|inan|sing	591
NOUN Abbr|Fixd|datv|inan|neut|sing	603
NOUN Abbr|Fixd|anim|datv|masc|plur	573
NOUN Abbr|Fixd|datv|inan|masc|plur	585
NOUN Abbr|Fixd|datv|femn|inan|plur	597
NOUN Abbr|Fixd|datv|inan|neut|plur	609
NOUN Abbr|Fixd|Sgtm|datv|inan|masc|sing	615
NOUN Abbr|Fixd|Sgtm|datv|femn|inan|sing	625
NOUN Abbr|Fixd|Sgtm|datv|inan|neut|sing	631
NOUN Abbr|Fixd|GNdr|Pltm|datv|inan|plur	637
NOUN Abbr|accs|inan|masc|sing	525
NOUN Abbr|accs|inan|neut|sing	540
NOUN Abbr|accs|inan|masc|plur	84
NOUN Abbr|accs|inan|neut|plur	546
NOUN Abbr|Sgtm|accs|anim|masc|sing	552
NOUN Abbr|Sgtm|accs|inan|masc|sing	558
NOUN Abbr|Fixd|accs|anim|masc|sing	568
NOUN Abbr|Fixd|accs|inan|masc|sing	580
NOUN Abbr|Fixd|accs|femn|inan|sing	592
NOUN Abbr|Fixd|accs|inan|neut|sing	604
NOUN Abbr|Fixd|accs|anim|masc|plur	574
NOUN Abbr|Fixd|accs|inan|masc|plur	586
NOUN Abbr|Fixd|accs|femn|inan|plur	598
NOUN Abbr|Fixd|accs|inan|neut|plur	610
NOUN Abbr|Fixd|Sgtm|accs|inan|masc|sing	616
NOUN Abbr|Fixd|Sgtm|accs|femn|inan|sing	626
NOUN Abbr|Fixd|Sgtm|accs|inan|neut|sing	632
NOUN Abbr|Fixd|GNdr|Pltm|accs|inan|plur	638
NOUN Abbr|ablt|inan|masc|sing	526
NOUN Abbr|ablt|inan|neut|sing	541
NOUN Abbr|ablt|inan|masc|plur	85
NOUN Abbr|ablt|inan|neut|plur	547
NOUN Abbr|Sgtm|ablt|anim|masc|sing	553
NOUN Abbr|Sgtm|ablt|inan|masc|sing	559
NOUN Abbr|Fixd|ablt|anim|masc|sing	569
NOUN Abbr|Fixd|ablt|inan|masc|sing	581
NOUN Abbr|Fixd|ablt|femn|inan|sing	593
NOUN Abbr|Fixd|ablt|inan|neut|sing	605
NOUN Abbr|Fixd|ablt|anim|masc|plur	575
NOUN Abbr|Fixd|ablt|inan|masc|plur	587
NOUN Abbr|Fixd|ablt|femn|inan|plur	599
NOUN Abbr|Fixd|ablt|inan|neut|plur	611
NOUN Abbr|Fixd|Sgtm|ablt|inan|masc|sing	617
NOUN Abbr|Fixd|Sgtm|ablt|femn|inan|sing	627
NOUN Abbr|Fixd|Sgtm|ablt|inan|neut|sing	633
NOUN Abbr|Fixd|GNdr|Pltm|ablt|inan|plur	639
NOUN Abbr|inan|loct|masc|sing	527
NOUN Abbr|inan|loct|neut|sing	542
NOUN Abbr|inan|loct|masc|plur	86
NOUN Abbr|inan|loct|neut|plur	548
NOUN Abbr|Sgtm|anim|loct|masc|sing	554
NOUN Abbr|Sgtm|inan|loct|masc|sing	560
NOUN Abbr|Fixd|anim|loct|masc|sing	570
NOUN Abbr|Fixd|inan|loct|masc|sing	582
NOUN Abbr|Fixd|femn|inan|loct|sing	594
NOUN Abbr|Fixd|inan|loct|neut|sing	606
NOUN Abbr|Fixd|anim|loct|masc|plur	576
NOUN Abbr|Fixd|inan|loct|masc|plur	588
NOUN Abbr|Fixd|femn|inan|loct|plur	600
NOUN Abbr|Fixd|inan|loct|neut|plur	612
NOUN Abbr|Fixd|Sgtm|inan|loct|masc|sing	618
NOUN Abbr|Fixd|Sgtm|femn|inan|loct|sing	628
NOUN Abbr|Fixd|Sgtm|inan|loct|neut|sing	634
NOUN Abbr|Fixd|GNdr|Pltm|inan|loct|plur	640
NOUN Name|anim|masc|nomn|sing	641
NOUN Name|anim|femn|nomn|sing	656
NOUN Ms-f|Name|anim|masc|nomn|sing	676
NOUN Ms-f|Name|anim|femn|nomn|sing	688
NOUN Name|anim|masc|nomn|plur	647
NOUN Name|anim|femn|nomn|plur	662
NOUN Ms-f|Name|anim|masc|nomn|plur	682
NOUN Ms-f|Name|anim|femn|nomn|plur	695
NOUN Name|Sgtm|anim|masc|nomn|sing	703
NOUN Name|Sgtm|anim|femn|nomn|sing	710
NOUN Ms-f|Name|Sgtm|anim|femn|nomn|sing	717
NOUN Fixd|Name|anim|masc|nomn|sing	723
NOUN Fixd|Name|anim|femn|nomn|sing	735
NOUN Fixd|GNdr|Ms-f|Name|anim|nomn|sing	747
NOUN Fixd|Name|anim|masc|nomn|plur	729
NOUN Fixd|Name|anim|femn|nomn|plur	741
NOUN Fixd|GNdr|Ms-f|Name|anim|nomn|plur	753
NOUN Fixd|Name|Sgtm|anim|masc|nomn|sing	759
NOUN Fixd|Name|Sgtm|inan|masc|nomn|sing	765
NOUN Fixd|Name|Sgtm|anim|femn|nomn|sing	771
NOUN Name|anim|gent|masc|sing	642
NOUN Name|anim|femn|gent|sing	657
NOUN Ms-f|Name|anim|gent|masc|sing	677
NOUN Ms-f|Name|anim|femn|gent|sing	689
NOUN Name|anim|gent|masc|plur	648
NOUN Name|anim|femn|gent|plur	663
NOUN Ms-f|Name|anim|gent|masc|plur	683
NOUN Ms-f|Name|anim|femn|gent|plur	696
NOUN Name|Sgtm|anim|gent|masc|sing	704
NOUN Name|Sgtm|anim|femn|gent|sing	711
NOUN Ms-f|Name|Sgtm|anim|femn|gent|sing	718
NOUN Fixd|Name|anim|gent|masc|sing	724
NOUN Fixd|Name|anim|femn|gent|sing	736
NOUN Fixd|GNdr|Ms-f|Name|anim|gent|sing	748
NOUN Fixd|Name|anim|gent|masc|plur	730
NOUN Fixd|Name|anim|femn|gent|plur	742
NOUN Fixd|GNdr|Ms-f|Name|anim|gent|plur	754
NOUN Fixd|Name|Sgtm|anim|gent|masc|sing	760
NOUN Fixd|Name|Sgtm|gent|inan|masc|sing	766
NOUN Fixd|Name|Sgtm|anim|femn|gent|sing	772
NOUN Name|anim|datv|masc|sing	643
NOUN Name|anim|datv|femn|sing	658
NOUN Ms-f|Name|anim|datv|masc|sing	678
NOUN Ms-f|Name|anim|datv|femn|sing	690
NOUN Name|anim|datv|masc|plur	649
NOUN Name|anim|datv|femn|plur	664
NOUN Ms-f|Name|anim|datv|masc|plur	684
NOUN Ms-f|Name|anim|datv|femn|plur	697
NOUN Name|Sgtm|anim|datv|masc|sing	705
NOUN Name|Sgtm|anim|datv|femn|sing	712
NOUN Ms-f|Name|Sgtm|anim|datv|femn|sing	719
NOUN Fixd|Name|anim|datv|masc|sing	725
NOUN Fixd|Name|anim|datv|femn|sing	737
NOUN Fixd|GNdr|Ms-f|Name|anim|datv|sing	749
NOUN Fixd|Name|anim|datv|masc|plur	731
NOUN Fixd|Name|anim|datv|femn|plur	743
NOUN Fixd|GNdr|Ms-f|Name|anim|datv|plur	755
NOUN Fixd|Name|Sgtm|anim|datv|masc|sing	761
NOUN Fixd|Name|Sgtm|datv|inan|masc|sing	767
NOUN Fixd|Name|Sgtm|anim|datv|femn|sing	773
NOUN Name|accs|anim|masc|sing	644
NOUN Name|accs|anim|femn|sing	659
NOUN Ms-f|Name|accs|anim|masc|sing	679
NOUN Ms-f|Name|accs|anim|femn|sing	691
NOUN Name|accs|anim|masc|plur	650
NOUN Name|accs|anim|femn|plur	665
NOUN Ms-f|Name|accs|anim|masc|plur	685
NOUN Ms-f|Name|accs|anim|femn|plur	698
NOUN Name|Sgtm|accs|anim|masc|sing	706
NOUN Name|Sgtm|accs|anim|femn|sing	713
NOUN Ms-f|Name|Sgtm|accs|anim|femn|sing	720
NOUN Fixd|Name|accs|anim|masc|sing	726
NOUN Fixd|Name|accs|anim|femn|sing	738
NOUN Fixd|GNdr|Ms-f|Name|accs|anim|sing	750
NOUN Fixd|Name|accs|anim|masc|plur	732
NOUN Fixd|Name|accs|anim|femn|plur	744
NOUN Fixd|GNdr|Ms-f|Name|accs|anim|plur	756
NOUN Fixd|Name|Sgtm|accs|anim|masc|sing	762
NOUN Fixd|Name|Sgtm|accs|inan|masc|sing	768
NOUN Fixd|Name|Sgtm|accs|anim|femn|sing	774
NOUN Name|ablt|anim|masc|sing	645
NOUN Name|ablt|anim|femn|sing	660
NOUN Ms-f|Name|ablt|anim|masc|sing	680
NOUN Ms-f|Name|ablt|anim|femn|sing	692
NOUN Name|ablt|anim|masc|plur	651
NOUN Name|ablt|anim|femn|plur	666
NOUN Ms-f|Name|ablt|anim|masc|plur	686
NOUN Ms-f|Name|ablt|anim|femn|plur	699
NOUN Name|Sgtm|ablt|anim|masc|sing	707
NOUN Name|Sgtm|ablt|anim|femn|sing	714
NOUN Ms-f|Name|Sgtm|ablt|anim|femn|sing	721
NOUN Fixd|Name|ablt|anim|masc|sing	727
NOUN Fixd|Name|ablt|anim|femn|sing	739
NOUN Fixd|GNdr|Ms-f|Name|ablt|anim|sing	751
NOUN Fixd|Name|ablt|anim|masc|plur	733
NOUN Fixd|Name|ablt|anim|femn|plur	745
NOUN Fixd|GNdr|Ms-f|Name|ablt|anim|plur	757
NOUN Fixd|Name|Sgtm|ablt|anim|masc|sing	763
NOUN Fixd|Name|Sgtm|ablt|inan|masc|sing	769
NOUN Fixd|Name|Sgtm|ablt|anim|femn|sing	775
NOUN Name|anim|loct|masc|sing	646
NOUN Name|anim|femn|loct|sing	661
NOUN Ms-f|Name|anim|loct|masc|sing	681
NOUN Ms-f|Name|anim|femn|loct|sing	694
NOUN Name|anim|loct|masc|plur	652
NOUN Name|anim|femn|loct|plur	667
NOUN Ms-f|Name|anim|loct|masc|plur	687
NOUN Ms-f|Name|anim|femn|loct|plur	700
NOUN Name|Sgtm|anim|loct|masc|sing	708
NOUN Name|Sgtm|anim|femn|loct|sing	716
NOUN Ms-f|Name|Sgtm|anim|femn|loct|sing	722
NOUN Fixd|Name|anim|loct|masc|sing	728
NOUN Fixd|Name|anim|femn|loct|sing	740
NOUN Fixd|GNdr|Ms-f|Name|anim|loct|sing	752
NOUN Fixd|Name|anim|loct|masc|plur	734
NOUN Fixd|Name|anim|femn|loct|plur	746
NOUN Fixd|GNdr|Ms-f|Name|anim|loct|plur	758
NOUN Fixd|Name|Sgtm|anim|loct|masc|sing	764
NOUN Fixd|Name|Sgtm|inan|loct|masc|sing	770
NOUN Fixd|Name|Sgtm|anim|femn|loct|sing	776
NOUN Name|anim|femn|sing|voct	675
NOUN Surn|anim|masc|nomn|sing	777
NOUN Surn|anim|masc|nomn|plur	783
NOUN Sgtm|Surn|anim|masc|nomn|sing	789
NOUN Sgtm|Surn|anim|femn|nomn|sing	807
NOUN GNdr|Pltm|Surn|anim|nomn|plur	816
NOUN GNdr|Ms-f|Pltm|Surn|anim|nomn|plur	801
NOUN Fixd|Surn|anim|masc|nomn|sing	823
NOUN Fixd|GNdr|Ms-f|Surn|anim|nomn|sing	835
NOUN Fixd|Surn|anim|masc|nomn|plur	829
NOUN Fixd|GNdr|Ms-f|Surn|anim|nomn|plur	841
NOUN Fixd|Sgtm|Surn|anim|femn|nomn|sing	795
NOUN Fixd|GNdr|Ms-f|Sgtm|Surn|anim|nomn|sing	847
NOUN Surn|anim|gent|masc|sing	778
NOUN Surn|anim|gent|masc|plur	784
NOUN Sgtm|Surn|anim|gent|masc|sing	790
NOUN Sgtm|Surn|anim|femn|gent|sing	808
NOUN GNdr|Pltm|Surn|anim|gent|plur	817
NOUN GNdr|Ms-f|Pltm|Surn|anim|gent|plur	802
NOUN Fixd|Surn|anim|gent|masc|sing	824
NOUN Fixd|GNdr|Ms-f|Surn|anim|gent|sing	836
NOUN Fixd|Surn|anim|gent|masc|plur	830
NOUN Fixd|GNdr|Ms-f|Surn|anim|gent|plur	842
NOUN Fixd|Sgtm|Surn|anim|femn|gent|sing	796
NOUN Fixd|GNdr|Ms-f|Sgtm|Surn|anim|gent|sing	848
NOUN Surn|anim|datv|masc|sing	779
NOUN Surn|anim|datv|masc|plur	785
NOUN Sgtm|Surn|anim|datv|masc|sing	791
NOUN Sgtm|Surn|anim|datv|femn|sing	809
NOUN GNdr|Pltm|Surn|anim|datv|plur	818
NOUN GNdr|Ms-f|Pltm|Surn|anim|datv|plur	803
NOUN Fixd|Surn|anim|datv|masc|sing	825
NOUN Fixd|GNdr|Ms-f|Surn|anim|datv|sing	837
NOUN Fixd|Surn|anim|datv|masc|plur	831
NOUN Fixd|GNdr|Ms-f|Surn|anim|datv|plur	843
NOUN Fixd|Sgtm|Surn|anim|datv|femn|sing	797
NOUN Fixd|GNdr|Ms-f|Sgtm|Surn|anim|datv|sing	849
NOUN Surn|accs|anim|masc|sing	780
NOUN Surn|accs|anim|masc|plur	786
NOUN Sgtm|Surn|accs|anim|masc|sing	792
NOUN Sgtm|Surn|accs|anim|femn|sing	810
NOUN GNdr|Pltm|Surn|accs|anim|plur	819
NOUN GNdr|Ms-f|Pltm|Surn|accs|anim|plur	804
NOUN Fixd|Surn|accs|anim|masc|sing	826
NOUN Fixd|GNdr|Ms-f|Surn|accs|anim|sing	838
NOUN Fixd|Surn|accs|anim|masc|plur	832
NOUN Fixd|GNdr|Ms-f|Surn|accs|anim|plur	844
NOUN Fixd|Sgtm|Surn|accs|anim|femn|sing	798
NOUN Fixd|GNdr|Ms-f|Sgtm|Surn|accs|anim|sing	850
NOUN Surn|ablt|anim|masc|sing	781
NOUN Surn|ablt|anim|masc|plur	787
NOUN Sgtm|Surn|ablt|anim|masc|sing	793
NOUN Sgtm|Surn|ablt|anim|femn|sing	811
NOUN GNdr|Pltm|Surn|ablt|anim|plur	820
NOUN GNdr|Ms-f|Pltm|Surn|ablt|anim|plur	805
NOUN Fixd|Surn|ablt|anim|masc|sing	827
NOUN Fixd|GNdr|Ms-f|Surn|ablt|anim|sing	839
NOUN Fixd|Surn|ablt|anim|masc|plur	833
NOUN Fixd|GNdr|Ms-f|Surn|ablt|anim|plur	845
NOUN Fixd|Sgtm|Surn|ablt|anim|femn|sing	799
NOUN Fixd|GNdr|Ms-f|Sgtm|Surn|ablt|anim|sing	851
NOUN Surn|anim|loct|masc|sing	782
NOUN Surn|anim|loct|masc|plur	788
NOUN Sgtm|Surn|anim|loct|masc|sing	794
NOUN Sgtm|Surn|anim|femn|loct|sing	812
NOUN GNdr|Pltm|Surn|anim|loct|plur	821
NOUN GNdr|Ms-f|Pltm|Surn|anim|loct|plur	806
NOUN Fixd|Surn|anim|loct|masc|sing	828
NOUN Fixd|GNdr|Ms-f|Surn|anim|loct|sing	840
NOUN Fixd|Surn|anim|loct|masc|plur	834
NOUN Fixd|GNdr|Ms-f|Surn|anim|loct|plur	846
NOUN Fixd|Sgtm|Surn|anim|femn|loct|sing	800
NOUN Fixd|GNdr|Ms-f|Sgtm|Surn|anim|loct|sing	852
NOUN Patr|anim|masc|nomn|sing	853
NOUN Patr|inan|masc|nomn|sing	903
NOUN Patr|anim|femn|nomn|sing	877
NOUN Patr|femn|inan|nomn|sing	915
NOUN Patr|anim|masc|nomn|plur	859
NOUN Patr|inan|masc|nomn|plur	909
NOUN Patr|anim|femn|nomn|plur	883
NOUN Patr|femn|inan|nomn|plur	921
NOUN Patr|anim|gent|masc|sing	854
NOUN Patr|gent|inan|masc|sing	904
NOUN Patr|anim|femn|gent|sing	878
NOUN Patr|femn|gent|inan|sing	916
NOUN Patr|anim|gent|masc|plur	860
NOUN Patr|gent|inan|masc|plur	910
NOUN Patr|anim|femn|gent|plur	884
NOUN Patr|femn|gent|inan|plur	922
NOUN Patr|anim|datv|masc|sing	855
NOUN Patr|datv|inan|masc|sing	905
NOUN Patr|anim|datv|femn|sing	879
NOUN Patr|datv|femn|inan|sing	917
NOUN Patr|anim|datv|masc|plur	861
NOUN Patr|datv|inan|masc|plur	911
NOUN Patr|anim|datv|femn|plur	885
NOUN Patr|datv|femn|inan|plur	923
NOUN Patr|accs|anim|masc|sing	856
NOUN Patr|accs|inan|masc|sing	906
NOUN Patr|accs|anim|femn|sing	880
NOUN Patr|accs|femn|inan|sing	918
NOUN Patr|accs|anim|masc|plur	862
NOUN Patr|accs|inan|masc|plur	912
NOUN Patr|accs|anim|femn|plur	886
NOUN Patr|accs|femn|inan|plur	924
NOUN Patr|ablt|anim|masc|sing	857
NOUN Patr|ablt|inan|masc|sing	907
NOUN Patr|ablt|anim|femn|sing	881
NOUN Patr|ablt|femn|inan|sing	919
NOUN Patr|ablt|anim|masc|plur	863
NOUN Patr|ablt|inan|masc|plur	913
NOUN Patr|ablt|anim|femn|plur	887
NOUN Patr|ablt|femn|inan|plur	925
NOUN Patr|anim|loct|masc|sing	858
NOUN Patr|inan|loct|masc|sing	908
NOUN Patr|anim|femn|loct|sing	882
NOUN Patr|femn|inan|loct|sing	920
NOUN Patr|anim|loct|masc|plur	864
NOUN Patr|inan|loct|masc|plur	914
NOUN Patr|anim|femn|loct|plur	888
NOUN Patr|femn|inan|loct|plur	926
NOUN Geox|inan|masc|nomn|sing	927
NOUN Geox|femn|inan|nomn|sing	939
NOUN Geox|inan|neut|nomn|sing	953
NOUN Geox|inan|masc|nomn|plur	933
NOUN Geox|femn|inan|nomn|plur	946
